"","total_type","lat","lon","ProviderName","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","ResolvedMonitoringLocationTypeName","HUCEightDigitCode","siteUrl","activityCount","resultCount","StateName","CountyName"
"1","FeatureCollection Feature Point",34.4736,-120.228,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-315GAV","Canada de la Gaviota at State Park entrance","River/Stream","Stream","18060013","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-315GAV/",142,142,"California","Santa Barbara County"
"2","FeatureCollection Feature Point",39.051852,-120.1185209,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10336645","GENERAL C NR MEEKS BAY CA","Stream","Stream","16050101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10336645/",777,1186,"California","El Dorado County"
"3","FeatureCollection Feature Point",39.1074071,-120.1621352,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10336660","BLACKWOOD C NR TAHOE CITY CA","Stream","Stream","16050101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10336660/",822,1251,"California","Placer County"
"4","FeatureCollection Feature Point",39.1407401,-120.2121377,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10336674","WARD C BL CONFLUENCE NR TAHOE CITY CA","Stream","Stream","16050101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10336674/",417,634,"California","Placer County"
"5","FeatureCollection Feature Point",39.1368513,-120.1810255,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10336675","WARD C A STANFORD ROCK TRAIL XING NR TAHOE CITY CA","Stream","Stream","16050101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10336675/",241,281,"California","Placer County"
"6","FeatureCollection Feature Point",39.1321292,-120.1576913,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10336676","WARD C AT HWY 89 NR TAHOE PINES CA","Stream","Stream","16050101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10336676/",844,1298,"California","Placer County"
"7","FeatureCollection Feature Point",39.1662958,-120.1443586,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10337500","TRUCKEE R A TAHOE CITY CA","Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10337500/",74,111,"California","Placer County"
"8","FeatureCollection Feature Point",39.302129,-120.1213067,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10339250","MARTIS C A HWY 267 NR TRUCKEE CA","Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10339250/",75,169,"California","Placer County"
"9","FeatureCollection Feature Point",39.3271291,-120.1143629,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10339380","MARTIS C LK NR TRUCKEE CA","Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10339380/",75,171,"California","Nevada County"
"10","FeatureCollection Feature Point",39.3287958,-120.1176964,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10339400","MARTIS C NR TRUCKEE CA","Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10339400/",77,174,"California","Nevada County"
"11","FeatureCollection Feature Point",39.4315725,-120.2379793,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10343500","SAGEHEN C NR TRUCKEE CA","Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10343500/",146,189,"California","Nevada County"
"12","FeatureCollection Feature Point",39.4279638,-120.0340873,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10346000","TRUCKEE R A FARAD CA","Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10346000/",180,268,"California","Nevada County"
"13","FeatureCollection Feature Point",36.5535727,-121.5493856,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11152300","SALINAS R NR CHUALAR CA","Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11152300/",192,424,"California","Monterey County"
"14","FeatureCollection Feature Point",37.1143911,-121.6905028,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11153500","LLAGAS C NR MORGAN HILL CA","Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11153500/",79,150,"California","Santa Clara County"
"15","FeatureCollection Feature Point",37.0896692,-121.6616127,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11153530","LLAGAS C A MACHADO SCH NR MORGAN HILL CA","Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11153530/",62,118,"California","Santa Clara County"
"16","FeatureCollection Feature Point",36.9002307,-121.5977215,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11159000","PAJARO R A CHITTENDEN CA","Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11159000/",98,223,"California","Santa Cruz County"
"17","FeatureCollection Feature Point",37.2171667,-121.9107886,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11167500","GUADALUPE C A GUADALUPE CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11167500/",73,138,"California","Santa Clara County"
"18","FeatureCollection Feature Point",37.2474437,-121.8699534,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11167572","GUADALUPE R A ALMTOS RCHG FAC AT SAN JOSE CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11167572/",75,134,"California","Santa Clara County"
"19","FeatureCollection Feature Point",37.2174445,-121.9874581,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11168000","LOS GATOS C A LOS GATOS CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11168000/",72,140,"California","Santa Clara County"
"20","FeatureCollection Feature Point",37.2518881,-121.9644013,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11168660","LOS GATOS C A LARK A AT LOS GATOS CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11168660/",76,144,"California","Santa Clara County"
"21","FeatureCollection Feature Point",37.3343859,-121.8994,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11169000","GUADALUPE R A SAN JOSE CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11169000/",82,155,"California","Santa Clara County"
"22","FeatureCollection Feature Point",37.1649442,-121.6332782,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11169970","COYOTE C BL LEROY ANDERSON DAM NR MADRONE CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11169970/",66,126,"California","Santa Clara County"
"23","FeatureCollection Feature Point",37.2707762,-121.797451,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11171500","COYOTE C NR EDENVALE CA","Stream","Stream","18050003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11171500/",55,105,"California","Santa Clara County"
"24","FeatureCollection Feature Point",37.6799311,-122.0805186,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11181008","CASTRO VALLEY C A HAYWARD CA","Stream","Stream","18050004","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11181008/",159,243,"California","Alameda County"
"25","FeatureCollection Feature Point",37.2951342,-120.8436176,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11260815","SAN JOAQUIN R NR STEVINSON CA","Stream","Stream","18040001","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11260815/",62,138,"California","Merced County"
"26","FeatureCollection Feature Point",37.2477186,-120.8521446,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11261100","SALT SLOUGH A HWY 165 NR STEVINSON CA","Stream","Stream","18040001","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11261100/",118,249,"California","Merced County"
"27","FeatureCollection Feature Point",37.3099386,-120.9310369,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11261500","SAN JOAQUIN R A FREMONT FORD BRIDGE CA","Stream","Stream","18040001","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11261500/",62,135,"California","Merced County"
"28","FeatureCollection Feature Point",37.26244,-120.9065908,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11262900","MUD SLOUGH NR GUSTINE CA","Stream","Stream","18040001","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11262900/",114,243,"California","Merced County"
"29","FeatureCollection Feature Point",37.3510485,-120.9618719,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11273500","MERCED R A RIVER ROAD BRIDGE NR NEWMAN CA","Stream","Stream","18040008","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11273500/",259,444,"California","Merced County"
"30","FeatureCollection Feature Point",37.3504928,-120.97715,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11274000","SAN JOAQUIN R NR NEWMAN CA","Stream","Stream","18040002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11274000/",57,131,"California","Stanislaus County"
