"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"232","USGS-TX","USGS Texas Water Science Center","nwistx.01.01605002","Sample-Routine","Water","Surface Water",2016-09-06,"11:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","L-2570002 Received Sep 12, 2016",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.232,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-10-05,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-09-06 16:10:00,NA,"Nitrogen Suspended mg/l"
"233","USGS-TX","USGS Texas Water Science Center","nwistx.01.00900777","Quality Control Sample-Field Replicate","Water","Surface Water",2009-06-21,"15:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey","USGS-08057410","A-1750120 Attention: Charlie Patton TPCN 20mL of sample passed through each filter",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.433,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-08-24,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-06-21 20:00:00,NA,"Nitrogen Suspended mg/l"
"234","USGS-TX","USGS Texas Water Science Center","nwistx.01.01402899","Sample-Routine","Water","Surface Water",2014-09-16,"12:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS - Texas Water Science Center","USGS-08057200","A-2610040 TPCN Volumes:23, 22, 22",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.102,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-12-30,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-09-16 17:40:00,NA,"Nitrogen Suspended mg/l"
"235","USGS-TX","USGS Texas Water Science Center","nwistx.01.00501185","Sample-Routine","Water","Surface Water",2005-05-24,"13:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-1470157 PIC/TPCN volume-30mL",NA,"Not determined","Routine sample","30","USGS parameter code 82398","Single vertical","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.408,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2005-06-22,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2005-05-24 18:30:00,NA,"Nitrogen Suspended mg/l"
"236","USGS-TX","USGS Texas Water Science Center","nwistx.01.01402633","Quality Control Sample-Field Replicate","Water","Surface Water",2014-07-22,"08:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-2040096 TPCN filter volume=30mL",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.78,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-10-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-07-22 13:00:00,NA,"Nitrogen Suspended mg/l"
"237","USGS-TX","USGS Texas Water Science Center","nwistx.01.01100611","Sample-Routine","Water","Surface Water",2011-05-12,"08:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","Heavy algae in all samples.",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81",NA,"Nitrogen","Suspended",0.721,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2011-06-01,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2011-05-12 13:30:00,NA,"Nitrogen Suspended mg/l"
"238","USGS-TX","USGS Texas Water Science Center","nwistx.01.00701962","Sample-Routine","Water","Surface Water",2007-09-10,"15:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-2550060 PIC/TCPN volume-30mL  Oxygen Isotope Sample",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.284,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2007-11-08,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2007-09-10 20:30:00,NA,"Nitrogen Suspended mg/l"
"239","USGS-TX","USGS Texas Water Science Center","nwistx.01.01402564","Sample-Routine","Water","Surface Water",2014-07-22,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-2050034 TPCN #1 =12.0mL TPCN #2 =10.5mL TPCN #3 = 10.5mL.  Equip last used at Rosharon on 7/9/2014. msmt 399. L-2050034 Received July 23, 2014",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.508,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-10-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-07-22 15:00:00,NA,"Nitrogen Suspended mg/l"
"240","USGS-TX","USGS Texas Water Science Center","nwistx.01.01704217","Sample-Routine","Water","Surface Water",2017-09-06,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-53100A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",0.465,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-10-18,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-09-06 15:00:00,NA,"Nitrogen Suspended mg/l"
"241","USGS-TX","USGS Texas Water Science Center","nwistx.01.00900837","Sample-Routine","Water","Surface Water",2009-07-08,"08:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey","USGS-08057200","A-1900162 Attention: Charlie Patton TPCN,50mL of sample passed through each filter",NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.301,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-09-08,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-07-08 13:30:00,NA,"Nitrogen Suspended mg/l"
"242","USGS-TX","USGS Texas Water Science Center","nwistx.01.01500571","Sample-Routine","Water","Surface Water",2014-10-28,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-3030035 Equip last used at Rosharon 8/12/14. TPCN#1=21.5mL, TPCN#2=23.0mL, TPCN #3=24.5mL",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle","Not Detected","Nitrogen","Suspended",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-01-23,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-10-28 16:00:00,NA,"Nitrogen Suspended NA"
"243","USGS-TX","USGS Texas Water Science Center","nwistx.01.00901346","Sample-Routine","Water","Surface Water",2009-09-30,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-2750145 TPCN volume - 30mL",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.169,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-01-12,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-09-30 17:30:00,NA,"Nitrogen Suspended mg/l"
"244","USGS-TX","USGS Texas Water Science Center","nwistx.01.01703112","Quality Control Sample-Field Replicate","Water","Surface Water",2017-07-11,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-52048A",NA,"Stable, high stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","US DH-81",NA,"Nitrogen","Suspended",0.308,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-08-07,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-07-11 15:00:00,NA,"Nitrogen Suspended mg/l"
"245","USGS-TX","USGS Texas Water Science Center","nwistx.01.02002205","Sample-Routine","Water","Surface Water",2020-07-07,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650",NA,NA,"Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.538,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-08-10,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2020-07-07 16:00:00,NA,"Nitrogen Suspended mg/l"
"246","USGS-TX","USGS Texas Water Science Center","nwistx.01.01101371","Sample-Routine","Water","Surface Water",2011-09-07,"08:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","L-2520162 invalid/incomplete project acct, went to TX default, paa, 9/10/11",NA,"Stable, normal stage","Routine sample","50","USGS parameter code 82398","Point sample","Open-Mouth Bottle",NA,"Nitrogen","Suspended",0.552,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2011-10-18,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2011-09-07 13:40:00,NA,"Nitrogen Suspended mg/l"
"247","USGS-TX","USGS Texas Water Science Center","nwistx.01.01301461","Sample-Routine","Water","Surface Water",2013-05-09,"13:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08116650","A-1340104 TPCN VOLUMES: FILTER #1 = 16.0mg/L  FILTER #2 = 21.5mg/L  FILTER #3 = 19.5mg/L. Equipment was last used at Rosharon 4/30/13",NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.464,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-07-08,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-05-09 18:00:00,NA,"Nitrogen Suspended mg/l"
"248","USGS-TX","USGS Texas Water Science Center","nwistx.01.01503416","Sample-Routine","Water","Surface Water",2015-07-07,"11:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-43034A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.109,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-07-28,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-07-07 16:20:00,NA,"Nitrogen Suspended mg/l"
"249","USGS-TX","USGS Texas Water Science Center","nwistx.01.00901123","Sample-Routine","Water","Surface Water",2009-08-31,"12:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-2460149 TPCN volume 30mL",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.172,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-12-21,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-08-31 17:40:00,NA,"Nitrogen Suspended mg/l"
"250","USGS-TX","USGS Texas Water Science Center","nwistx.01.01600388","Sample-Routine","Water","Surface Water",2015-10-21,"10:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-2960010 Equipment last used at Inflow site on unknown day. TPCN #1 =9.0mL, TPCN #2 =19.5mL, TPCN #3 =20.0mL",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.612,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-11-03,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-10-21 15:50:00,NA,"Nitrogen Suspended mg/l"
"251","USGS-TX","USGS Texas Water Science Center","nwistx.01.02002982","Sample-Routine","Water","Surface Water",2020-08-19,"14:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08057410",NA,NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.249,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-10-02,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2020-08-19 19:00:00,NA,"Nitrogen Suspended mg/l"
"252","USGS-TX","USGS Texas Water Science Center","nwistx.01.00201043","Sample-Routine","Water","Surface Water",2002-04-09,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.418,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2002-04-30,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2002-04-09 16:00:00,NA,"Nitrogen Suspended mg/l"
"253","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900008","Sample-Routine","Water","Surface Water",2018-10-09,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","L-2840056 X=Improper Sample Container DIC in 1.25mL container",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",0.387,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-10-29,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-10-09 16:00:00,NA,"Nitrogen Suspended mg/l"
"254","USGS-TX","USGS Texas Water Science Center","nwistx.01.01401914","Sample-Routine","Water","Surface Water",2014-06-09,"15:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS - Texas Water Science Center","USGS-08057200","A-1670063 TPCN Volumes: 21,23,22 L-1670063 Received June 13, 2014",NA,"Falling stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.3,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-08-29,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-06-09 20:00:00,NA,"Nitrogen Suspended mg/l"
"255","USGS-TX","USGS Texas Water Science Center","nwistx.01.01901312","Sample-Routine","Water","Surface Water",2019-05-07,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","No sands > 2mm.",NA,"Rising stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-2 Bag Sampler",NA,"Nitrogen","Suspended",1.04,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-06-04,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-05-07 15:00:00,NA,"Nitrogen Suspended mg/l"
"256","USGS-TX","USGS Texas Water Science Center","nwistx.01.00800886","Sample-Routine","Water","Surface Water",2008-06-17,"11:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-1710103 Volume filtered for TPCN samples= 10, 12, 16 L-1710103 Time on btls 11:23   time on btls should match ASR begin time,  PAA, 6/19/08",NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.504,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2008-07-22,NA,"Laboratory Reporting Level",0.04,"mg/l",NA,"NWIS",2008-06-17 16:20:00,NA,"Nitrogen Suspended mg/l"
"257","USGS-TX","USGS Texas Water Science Center","nwistx.01.01802230","Sample-Routine","Water","Surface Water",2018-06-12,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-54643A",NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity","US DH-81",NA,"Nitrogen","Suspended",0.375,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-07-17,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-06-12 15:00:00,NA,"Nitrogen Suspended mg/l"
"258","USGS-TX","USGS Texas Water Science Center","nwistx.01.00401723","Sample-Routine","Water","Surface Water",2004-06-09,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.525,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2004-07-09,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2004-06-09 15:00:00,NA,"Nitrogen Suspended mg/l"
"259","USGS-TX","USGS Texas Water Science Center","nwistx.01.00900838","Sample-Routine","Water","Surface Water",2009-07-07,"13:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey","USGS-08057410","A-1900156 Attention: Charlie Patton TPCN,  25mL of sample passed through each filter",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.545,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-09-08,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-07-07 18:00:00,NA,"Nitrogen Suspended mg/l"
"260","USGS-TX","USGS Texas Water Science Center","nwistx.01.00302272","Quality Control Sample-Field Replicate","Water","Surface Water",2003-08-19,"14:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000",NA,NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.203,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-10-10,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-08-19 19:00:00,NA,"Nitrogen Suspended mg/l"
"261","USGS-TX","USGS Texas Water Science Center","nwistx.01.01402775","Sample-Routine","Water","Surface Water",2014-08-18,"13:50:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS - Texas Water Science Center","USGS-08057200","A-2330101 TPCN volumes: 20, 21, 22",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.232,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-12-05,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-08-18 18:50:00,NA,"Nitrogen Suspended mg/l"
