"","total_type","lat","lon","ProviderName","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","ResolvedMonitoringLocationTypeName","HUCEightDigitCode","siteUrl","activityCount","resultCount","StateName","CountyName"
"1","FeatureCollection Feature Point",34.00525,-120.0906944,"STORET","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-CHIS_NPS_L3","LOBO CANYON BELOW SMITH HIGHWAY","River/Stream","Stream","18060014","https://www.waterqualitydata.us/data/provider/STORET/11NPSWRD_WQX/11NPSWRD_WQX-CHIS_NPS_L3/",25,25,"California","Santa Barbara County"
"2","FeatureCollection Feature Point",33.9785833,-120.0496389,"STORET","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-CHIS_NPS_W3","WATER CANYON ADJACENT TO CORRAL","River/Stream","Stream","18060014","https://www.waterqualitydata.us/data/provider/STORET/11NPSWRD_WQX/11NPSWRD_WQX-CHIS_NPS_W3/",26,26,"California","Santa Barbara County"
"3","FeatureCollection Feature Point",34.4604,-120.022,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-315CAP","El Capitan Creek below Highway 101","River/Stream","Stream","18060013","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-315CAP/",25,25,"California","Santa Barbara County"
"4","FeatureCollection Feature Point",34.4736,-120.228,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-315GAV","Canada de la Gaviota at State Park entrance","River/Stream","Stream","18060013","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-315GAV/",111,111,"California","Santa Barbara County"
"5","FeatureCollection Feature Point",34.466,-120.068,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-315RSB","Canada del Refugio above Highway 101","River/Stream","Stream","18060013","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-315RSB/",29,29,"California","Santa Barbara County"
"6","FeatureCollection Feature Point",39.4315725,-120.2379793,"NWIS","USGS-CA","USGS California Water Science Center","USGS-10343500","SAGEHEN C NR TRUCKEE CA","Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-10343500/",60,60,"California","Nevada County"
"7","FeatureCollection Feature Point",37.3510485,-120.9618719,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11273500","MERCED R A RIVER ROAD BRIDGE NR NEWMAN CA","Stream","Stream","18040008","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11273500/",52,52,"California","Merced County"
"8","FeatureCollection Feature Point",37.4135466,-121.0160412,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11274538","ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA","Stream","Stream","18040002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11274538/",67,67,"California","Stanislaus County"
"9","FeatureCollection Feature Point",37.6760406,-121.2663293,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11303500","SAN JOAQUIN R NR VERNALIS CA","Stream","Stream","18040003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11303500/",270,270,"California","San Joaquin County"
"10","FeatureCollection Feature Point",38.5001862,-121.0452212,"NWIS","USGS-CA","USGS California Water Science Center","USGS-11335000","COSUMNES R A MICHIGAN BAR CA","Stream","Stream","18040013","https://www.waterqualitydata.us/data/provider/NWIS/USGS-CA/USGS-11335000/",50,50,"California","Sacramento County"
